,country,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,country_code
20,Denmark,202.4471506849315,230.1234246575343,243.8726575342466,263.7703278688524,316.13854794520546,350.73709589041096,346.8418082191781,365.70133879781423,341.32460273972606,308.55227397260273,305.6690958904109,325.2157923497268,325.6340273972603,327.60194520547947,314.03350684931513,268.5710382513661,254.56986301369864,220.53375342465753,209.62846575342468,206.9000273224044,213.95800000000003,211.22049315068494,195.84641095890413,193.11898907103827,186.90372602739725,183.65057534246577,186.47561643835616,184.61068306010927,193.41947945205482,205.1373698630137,214.88706849315068,233.53355191256833,226.56493150684932,219.59832876712326,218.123095890411,210.68480874316936,202.82150684931506,196.18816438356163,188.31950684931505,184.83158469945354,186.73187039938406,189.53862658679083,190.63161546450723,186.43997031235236,169.05581041102204,170.2729396229655,164.77373038574754,152.85793054536575,152.44847032340672,153.25187432718735,155.24717258379948,152.77132196284424,153.58774532737533,155.27782114031865,159.17404186418167,DNK
21,Estonia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,65.73813294721614,64.96919543224855,65.63049469334943,65.95707255550026,68.12521677914484,67.13860939964772,59.12189413058167,31.703231530736705,33.956648206318896,31.767683589255974,25.31909197203754,26.997553618905318,27.037081818254027,26.943547258141923,24.51891084749405,22.143454945569484,25.63881775226332,28.462725653870464,27.110900466500897,27.586336158794133,28.036050970626203,29.16792208068011,31.18625627533377,29.540908113418375,26.680301805193697,27.55856156731959,26.780136019340933,31.5141924915418,30.97636161574272,28.985515748533487,29.17607403230014,28.59514952112417,29.909117324620077,29.69417341300233,30.772456966526377,EST
22,Finland,110.56994520547944,134.50301369863013,141.24945205479452,159.5106010928962,184.592602739726,207.4605205479452,215.13027397260274,227.92103825136616,254.96443835616435,223.22202739726023,231.32172602739726,246.8856010928962,244.57098630136986,246.7836164383562,260.63898630136987,251.46521857923494,241.4735342465753,224.32676712328765,209.23460273972603,211.63598360655735,214.7459178082192,225.11775342465756,225.90983561643836,225.14459016393442,225.71158904109586,234.44869816891136,232.57602888245123,228.56499838738497,220.3038341595375,229.58912813001137,209.25526010849703,216.5380215707633,214.161123626709,225.6839244035041,227.5928324602075,225.47400825271194,221.75291447310246,227.7571890717843,237.52250806936502,223.34443145225612,231.59022247112097,224.70344009344745,226.99199714425862,222.19986023545712,209.25585731058052,219.21923837915145,208.50320361341772,199.88294993097918,215.02469642303018,203.78229065328208,201.98711233281276,216.6020068721061,206.8579904099907,206.5584536484808,192.61241264467137,FIN
23,France,1065.4967671232878,1145.2225205479454,1315.1567123287673,1418.657267759563,1641.9334794520546,1860.037835616438,2022.416931506849,2237.7283333333335,2499.0793698630137,2374.834164383562,2181.4788767123287,2349.0204918032787,2272.06698630137,2398.825041095891,2388.385643835616,2219.9893442622956,2023.2968767123286,1883.3158082191783,1849.9806301369865,1786.5480601092895,1769.0617808219183,1809.7049863013697,1824.2017534246572,1807.4407923497265,1857.1613972602743,1894.6061917808217,2001.1281917808221,1995.5071463352547,1924.488773725972,1861.7447953999583,1875.536668172067,1910.830358126157,1928.8145486105325,1995.922305863256,2023.381821130591,1986.1244361520858,2001.8398767866233,1944.968920964906,1943.806381597663,1954.9146006213382,1931.785608101174,1924.5806055009962,1875.9940642690872,1831.9175811510713,1761.7125810369716,1703.3365440748132,1666.4683208963645,1609.8527598408707,1596.7371283663538,1543.3294876784146,1544.8662147248588,1529.439955231323,1539.2914795463794,1537.6360414328358,1530.333608541429,FRA
24,Germany,1708.6315068493154,1915.9679452054795,1997.3059726027398,2233.0233606557376,2520.928246575342,2765.050356164384,2888.109123287671,3036.9309289617495,3249.3259726027395,2956.8066575342464,2874.8489315068496,3097.394098360655,3072.84504109589,3229.5904109589046,3336.6006575342467,3014.4419945355203,2753.7035616438357,2608.49298630137,2564.037890410959,2555.174371584699,2643.4958356164384,2778.5496164383567,2719.6810410958906,2723.1808469945354,2571.505698630137,2684.624767123288,2810.176191780822,2827.0326581075165,2881.3417841789865,2858.500891166954,2859.587850399126,2899.144540519659,2893.6321077737366,2895.9012180060527,2803.2717337340487,2740.799675780645,2779.6540811183027,2685.3630651487497,2632.0472847161777,2597.0889629334706,2549.928998567928,2541.800937577306,2304.8310507283963,2434.256297503355,2338.871716253785,2372.844657534246,2293.5989589041105,2276.32543715847,2336.1577534246576,2272.665479452055,2269.128602739726,2307.498743169399,2374.47995696693,2259.7383074018853,2281.053079148739,DEU
25,Greece,84.7706301369863,92.82145205479452,109.21298630136985,112.2417213114754,119.9482191780822,129.85230136986303,143.34208219178083,164.90106557377047,192.44087671232876,179.70227397260277,190.96857534246575,203.19092896174863,208.20945205479453,228.01383561643837,240.88323287671233,246.01008196721313,231.49717808219174,236.59246575342468,226.77109589041092,232.09049180327864,241.9347397260274,244.39463013698628,265.42824657534254,273.28584699453546,297.58367123287667,323.66701620985054,327.9861918736288,332.4034952999595,341.600503215633,349.6737525927401,364.70454497872964,380.0942653093183,384.8495458733545,402.27848913657823,392.299764235405,408.5960603691059,416.5398366640692,421.1320266464442,438.98730989639074,430.3707727867919,436.4959404740008,459.28083422684347,465.36383221937206,438.8422525574731,416.92380015584865,379.7508150108024,359.2790701227057,318.42383306534566,300.24194845288423,298.493914267344,309.2645859216142,310.52113652297055,320.034295464372,315.6410343277291,328.0023870207083,GRC
26,Hungary,73.12246575342465,80.92452054794522,86.06065753424657,90.22863387978141,101.01169863013698,117.52627397260275,132.6987123287671,144.0687704918033,163.10531506849313,178.3537808219178,202.53509589041096,212.4711475409836,225.91723287671235,249.2615616438356,236.2134246575343,230.51306010928965,221.39547945205481,210.48786301369864,199.95668493150683,207.73161202185796,212.13501369863013,197.3965479452055,206.55487671232876,192.3443169398907,188.36547945205479,195.29014390417646,166.27923073546526,168.27302720200169,160.0997225034531,166.94227581473575,156.831743551803,144.71943471877304,147.65892353946214,154.66850268178442,148.55499587427428,143.4200265230898,140.8346003872597,139.32917072661934,131.3061531819383,135.8357371528813,157.66912980492475,167.89358504674206,167.40082944950993,159.3279463638764,149.0729920611447,141.27554667747185,150.9817010606043,138.83437530343866,138.59642939458695,153.9795486493706,163.80568872593366,161.099996977639,172.78313965247648,184.21139767367163,185.57959704851407,HUN
27,Iceland,9.40309589041096,10.12427397260274,9.876082191780824,10.5174043715847,9.711780821917808,9.962657534246576,10.833506849315068,11.581202185792352,13.464109589041097,12.509643835616439,11.817123287671233,11.822349726775958,12.387287671232876,13.014794520547946,12.562520547945205,11.586939890710383,11.361698630136988,10.436821917808219,10.133534246575344,10.553551912568306,10.6627397260274,10.800931506849315,11.744410958904112,12.227295081967217,13.151534246575345,13.391890410958908,12.594465753424657,13.467267759562844,13.974547945205481,14.157561643835619,14.259260273972602,15.931803278688523,15.65841095890411,16.078849315068496,16.14871232876712,16.42606557377049,15.418602739726026,16.02268493150685,16.228855510531506,16.996084835402318,17.362517721931365,17.617749169368082,17.65890350943616,16.31817221562268,15.173226115157533,14.543337638618082,14.357575891757804,14.17989028947732,14.850509865038356,15.558455712783015,16.968799460845204,18.707274156184702,20.941147648603394,22.17747569915759,19.361598468826905,ISL
28,Ireland,46.54926027397261,52.1694794520548,58.485013698630134,64.80642076502733,70.94257534246576,79.34597260273972,87.80673972602739,96.22341530054645,104.45610958904109,103.46353424657535,101.28128767123289,102.66978142076503,110.12945205479451,119.86706849315067,125.50071232876712,112.97644808743169,101.44772602739727,89.92838356164384,81.788301369863,80.18978142076503,80.24208219178082,97.85016438356165,86.66799999999999,79.50396174863388,82.12975342465752,90.39986475897489,98.70644363601893,102.98348551755394,104.64883230549016,113.82363380745666,116.2093739167305,122.03843727528722,133.17417627893738,148.8745602495376,168.30594762713292,168.02668239520546,181.53977713942854,178.67167912219324,174.8973884108034,180.50825330327768,190.66749423183182,190.97037068645923,194.42158296152667,185.72319733889375,164.23870540994486,155.86416382867998,145.02256392157568,137.34314443411068,138.9721178394997,138.1341687176848,144.06622035878326,149.7354753987776,149.4069916361717,155.2590807196996,155.71480159193106,IRL
29,Italy,978.9859178082191,1079.8621095890412,1198.5329041095888,1318.6650546448088,1462.6036438356164,1658.8880273972604,1789.8739178082192,1885.6218032786887,1982.7946027397256,1927.0310136986302,1814.7025479452054,1890.7385792349723,1844.117506849315,1975.5924383561646,2035.512712328767,1929.2932240437156,1900.2214520547943,1809.3663287671234,1815.8130684931507,1732.3379508196724,1725.9259452054796,1765.927671232877,1845.156493150685,1876.3316120218576,1909.072410958904,1924.429698630137,1900.6361369863016,1931.942677595628,1906.1933972602744,1903.5200821917806,1971.7108493150686,1941.9385519125685,1954.1367397260271,1955.2432602739727,1962.467534246575,1928.027950819672,1918.7220273972603,1914.7614794520548,1900.4580273972604,1844.4341585562997,1793.8162838481883,1786.7760605419435,1736.4082248381885,1644.8829632416414,1536.3311968849707,1499.5646580378989,1443.3477721996285,1350.2920852171294,1245.7255469727038,1179.9487336497361,1227.3116694369469,1236.4794440946457,1249.3330122826965,1276.8722227125309,1217.7772120560994,ITA
