,country,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,country_code
20,Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,142.22465753424657,137.56986301369864,135.43013698630133,120.10109289617486,121.03013698630136,119.52054794520546,113.0958904109589,108.79781420765029,91.59780821917808,86.60876712328768,83.86301369863013,89.65710382513662,108.353698630137,128.63698630136986,142.64438356164388,146.14207650273224,155.90136986301368,165.26027397260273,175.73150684931505,186.0109289617486,197.30958904109588,202.50958904109586,208.34520547945206,215.33879781420768,221.28767123287673,226.48767123287672,234.0876712328767,244.1967213114754,255.6438356164383,263.24383561643833,270.84383561643835,270.28142076502735,271.2,261.04328767123286,264.0019178082192,TKM
21,Russia,4857.759999999999,5302,5762,6167.103825136612,6566,7126.746301369863,7610.459178082193,8064.128415300546,8664.42191780822,9270.405479452054,9915.984383561645,10465.595901639346,11009.914246575343,11530.754246575343,11805.424657534246,12116.414480874319,12260.252876712331,12329.785479452054,12403.434246575343,12296.677049180327,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,RUS
22,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,54.608219178082194,60.62191780821918,64.27123287671233,60.35519125683061,66.4849315068493,68.9945205479452,68.73972602739727,79.37158469945355,93.5750684931507,124.28575342465753,172.29342465753422,173.54016393442623,181.507397260274,191.45397260273973,190.87671232876713,158.77049180327867,152.7858904109589,152.99287671232878,150.58232876712327,138.41284153005466,114.78808219178083,113.87260273972603,103.8127501369863,101.83087431693988,95.21013698630136,77.71547506849315,76.57890410958905,67.72868852459015,63.2894267160045,61.307613334335386,59.45624967277911,57.73865535707623,60.900465753424655,64.0145616438356,61.97420547945206,UZB
23,Other CIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.509589041095886,52.30958904109589,51.224657534246575,50.202185792349724,48.85479452054795,47.16493150684931,45.2,43.89972677595628,43.268493150684925,42.392493150684935,41.03849315068493,39.33770491803279,38.71298630136986,38.56104109589041,38.74334246575342,38.62418032786885,38.872,38.751999999999995,38.144,37.83633879781421,37.678,37.492,37.087999999999994,36.63562841530055,36.47,36.199999999999996,35.992,35.27934426229508,35.088,35.03,35.534600000000005,36.20946797814207,36.93155859375,37.87877999999999,38.973866,
24,Iran,1908.0000000000002,2132,2603,2839.9999999999995,3376,3847.659726027397,4572.421917808219,5058.957377049181,5907.375890410959,6060.301369863013,5386.619178082192,5918.191256830602,5713.95890410959,5302.054794520549,3217.5890410958905,1478.9617486338798,1321.0312328767125,2396.924383561644,2453.584657534246,2042.535519125683,2205.2054794520545,2054.2383561643833,2342.4383561643835,2349.4808743169397,2894.34191780822,3270.1780821917814,3499.561643835616,3523.0163934426228,3712.164383561644,3730.027397260274,3743.774246575342,3758.5792349726776,3776.4630136986298,3854.7479452054795,3603.3561643835615,3850.403294114753,3824.449999520548,3616.9205478630142,4083.6065757397255,4215.802732617486,4217.46547939726,4291.00808230137,4355.962602863013,4414.978141972677,4284.864602739726,4420.620479452055,4452.404109589043,3809.756147540983,3609.229863013699,3714.137123287671,3852.759884931507,4578.221010382514,5007.3353424657535,4800.6980821917805,3534.571780821918,IRN
25,Iraq,1313.0000000000002,1392.0000000000002,1227.9999999999998,1503.0000000000002,1521,1549,1694.0000000000002,1466,2018,1977.0383561643835,2270.558904109589,2422.2677595628415,2358.1205479452055,2573.5506849315066,3488.550684931507,2657.51912568306,906.9068493150685,988.1808219178081,1105.7287671232875,1227.983606557377,1425.2920547945207,1899.4186301369864,2391.277260273973,2782.1508196721315,2838.259726027398,2148.9479452054793,285.3561643835617,531.2612021857924,455.27561643835617,505.2756164383561,530.2756164383561,580.2612021857924,1165.8268493150686,2120.826849315068,2609.8268493150686,2613,2522,2116,1344,2029.9999999999998,1832.9999999999998,1999.0000000000002,2143.2117999999996,2428.0000000000005,2445.6286666666665,2468.874333333334,2773.2766666666666,3078.5000000000005,3102.4999999999995,3238.6210045662096,3985.9406666666664,4422.886599999999,4537.896158854167,4631.867513020833,4779.47607421875,IRQ
26,Kuwait,2371.0000000000005,2505,2522,2656,2819.0000000000005,3036,3253.0000000000005,3339,3080,2603.0000000000005,2132,2198.9999999999995,2024,2182,2623,1757,1186.9999999999998,862,1117,1229,1127.0000000000002,1210,1072,1286,1408,963.9999999999999,184.99999999999997,1076.9999999999998,1945,2085.0000000000005,2130,2129,2137,2232.0000000000005,2085,2244.4225683060113,2183.543698630137,2026.551095890411,2371.2638630136985,2520.2198360655743,2669.244630136987,2739.5207671232884,2667.001565557732,2791.1317759562853,2502.3670140547943,2564.2120549863016,2917.645205479454,3172.786939890711,3133.563424657534,3105.854657534247,3069.362556164383,3149.8277426229515,3009.2677808219173,3049.5239589041103,2995.6201005489934,KWT
27,Oman,n/a,n/a,56.99999999999999,241,327,332,294,282,293,290.00000000000006,341,367,340,314,295.00000000000006,285,329.99999999999994,338,390.99999999999994,418.99999999999994,501.99999999999994,564,588,625,651,694.9999999999999,715.9999999999999,748,785,819,868,897.0000000000001,908.9999999999999,905,904.6887671232877,954.796994535519,955.7775342465753,897.3775342465752,819.5090410958906,779.7396174863387,774.2890410958902,737.6501369863015,710.3931506849315,756.75,812.5202739726026,864.5882191780822,884.9202739726028,918.4718579234973,941.9493150684933,943.4789041095889,981.0898630136988,1004.262568306011,970.5695890410958,978.3873972602739,970.938630136986,OMN
28,Qatar,233,290.99999999999994,324,339.99999999999994,356,363,430,481.99999999999994,569.9999999999999,518.0000000000001,437,487,435.00000000000006,484,506,475.5344262295082,421.1095890410959,344.5249315068494,315.59890410958906,353.01639344262287,315.2421917808219,355.0975342465754,314.85643835616435,360.4218579234972,403.44657534246574,433.81369863013697,419.5895890410959,495.3169398907104,460.25095890410967,451.3802739726027,460.8887671232877,567.9989071038251,692.0799999999999,701.4300000000001,723.2700000000001,851.2690841300523,855.79097353245,801.6554637813408,947.3885863703218,1078.561561438105,1147.9465141749,1237.8173809106327,1262.7368453329677,1432.3583333333333,1415.407005479452,1630.2381452054794,1824.3488301369864,1927.899451912568,1990.712871917808,1974.5973452054795,1932.5086143835615,1938.054719125683,1881.669385538619,1900.1139360154643,1882.946435219775,QAT
29,Saudi Arabia,2219.3,2617.8000000000006,2824.9999999999995,3080.900000000001,3262.2,3851.1,4820.9,6070.300000000001,7693.2,8617.7,7216.4,8762.174,9418.905,8554.082,9841.627,10269.499999999998,10256,6961,4951.41,4534.080999999999,3600.955,5208.200000000001,4450.150000000001,5656.147,5635.5,7105.5,8819.8,9091.7,8892.7,8983,8973.537519843312,9086.503024461284,9005.316118884883,9266.786653339414,8523.810351969549,9121.165332499999,8935.030315576923,8206.500315576923,9628.159976346155,10305.911224365384,10838.581395211539,10670.78169919231,10268.753060192308,10664.794411923078,9708.903106538464,9864.826756854585,11079.228786249589,11621.794282987968,11392.926634692663,11518.822724324442,11997.937984443728,12406.047607660894,11892.198261707172,12261.333341747031,11832.319242776586,SAU
30,Syria,n/a,n/a,n/a,20.999999999999996,53.00000000000001,85,106.00000000000001,116.99999999999999,111,129,192.00000000000003,200.99999999999997,183,178.99999999999997,167.00000000000003,158,163.99999999999997,154.99999999999997,161,162,159.441095890411,200.6,230.8821917808219,268.19672131147547,340.64109589041095,406.72931506849324,471.98356164383557,514.3770491803278,566.0816438356164,563.268493150685,596.2816438356165,586.2316939890712,577.2421917808219,576.2383561643836,578.829589041096,573.0000000000001,613,677,652.0000000000001,487,447.99999999999994,421.00000000000006,404.00000000000006,406,401,384.99999999999994,352.8247,171,59.1644,33,27,25,24.609699249267578,24.05190086364746,23.522600173950195,SYR
31,United Arab Emirates,282.2,360,382.1,496.6,627.8,779.6,1059.5000000000002,1202.7,1532.6,1678.6,1663.8,1936.4020000000003,1998.71,1830.5009999999997,1830.6900000000003,1734.8910000000003,1540.2999999999997,1361.8,1293.022,1246.021,1211.1460000000002,1412.55,1471.287,1544.474,1819.0009999999997,1984.628,2274.408,2494.6699999999996,2438.286,2462.533,2444,2501.3000000000006,2521.7,2610.1,2413.8,2598.8979999999992,2540.7219999999998,2366.2599999999998,2722.489,2821.579999999999,2945.4629999999997,3134.5119999999997,3094.2950000000005,3113.094,2794.8122359704353,2936.8238077813385,3300.1340450768403,3424.726199881404,3566.135468886927,3602.900459890288,3897.9724892731297,4037.541149589523,3909.5469319999515,3912.3583611042377,3997.6891344071023,ARE
32,Yemen,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,26,170,178.00000000000003,181.99999999999997,197,183.95846994535518,209.3731506849315,345.5808219178083,351.4706849315068,356.6633879781421,374.9665753424658,380.09150684931507,405.1254794520547,436.50199999999995,452.87206575342464,456.8481808219177,450.5455287671232,423.69273879781434,420.76108082191774,386.58612328767117,340.79640547945206,315.7533726775956,308.0605671232877,306.4592835616438,220.42430000000002,177.8446918032787,197.23013287671233,152.9018493150685,63.31256575342465,42.576510928961746,71.01369863013699,82.66986506849315,97.64931506849315,YEM
33,Other Middle East,60.99616438356164,65.76109589041097,72.97753424657535,77.96939890710384,77.95890410958906,78.5377397260274,76.20080821917809,70.92989071038251,68.74634246575343,67.76201369863016,61.68365753424658,58.72281420765027,58.51910958904109,55.47601369863014,51.397657534246584,55.38289617486339,54.29383561643836,52.21156164383562,50.227232876712335,50.16995901639345,50.21341095890412,50.53787671232877,51.692301369863024,52.66137978142076,52.532219178082194,51.56720547945206,53.354178082191794,54.245983606557374,53.189904109589044,52.11742465753425,52.17815068493151,50.12491803278689,50.12917808219179,49.138972602739734,48.12134246575342,48.12101092896175,47.117424657534244,48.12917808219179,48.09783561643837,48.45393715846995,185.05381369863017,182.21630136986303,193.93337260273972,192.6038743169399,192.14731506849313,192.26849863013697,201.4690136986302,183.84073770491807,208.70961643835616,214.2044821917808,212.9874258859863,214.3944582049317,208.2429698630137,206.89365753424659,214.49540872955333,
