,country,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,country_code
34,Algeria,569.9438356164384,733.5931506849315,842.6643835616438,922.4950819672132,969.3315068493152,1053.9268493150682,802.5873972602742,1081.0491803278687,1128.74,1045.98301369863,1025.4975342465755,1144.4056612021857,1224.7908493150685,1252.7296712328769,1282.8773013698626,1134.182393442623,1029.2794520547945,1039.6561643835616,1026.9339726027397,1122.4890710382515,1087.0290547945206,1126.0008082191782,1178.1400684931507,1232.921475409836,1276.3975342465753,1366.5965205479454,1372.6657534246574,1320.565573770492,1321.5794520547943,1317.1372602739725,1309.536712328767,1378.674863387978,1447.519178082192,1452.0068493150684,1397.9398493150688,1549.1312841530057,1534.2477260273974,1653.0146849315067,1826.2814246575342,1920.6624590163935,1989.9317424657534,1979.4994520547948,1992.2731506849316,1950.9804455693989,1774.8567945205482,1689.154,1641.5032054794524,1536.8090710382514,1485.2330410958905,1589.092602739726,1557.6652328767123,1576.997267759563,1540.3256438356166,1510.5147123287672,1486.3665479452056,DZA
35,Angola,13.297397260273973,12.810164383561643,10.901835616438358,15.184426229508198,49.90076712328768,102.8264383561644,116.14413698630139,142.87532786885248,165.963698630137,173.394,158.16797260273972,153.14000000000001,143.36827397260276,131.32956164383563,146.16986301369866,150.3865573770492,145.31720547945207,130.1317808219178,178.44904109589044,203.95721311475413,232.49128767123287,282.71687671232877,355.3957808219178,451.88852459016397,459.66361643835614,474.64602739726024,497.6677808219178,549.7369672131148,503.6769863013699,556.7447671232877,632.854602739726,715.9760655737705,741.0000000000001,730.8493150684932,745.0602739726028,746.0614754098362,742.0150684931507,905.4410958904109,869.5630685,1106.4412076502729,1269.0225753424659,1401.4402849315068,1655.9906047916097,1876.3228850133194,1753.8328767123287,1812.3182327412242,1670.3999368814025,1734.0636514441842,1737.851673972603,1701.3738257534246,1795.6461884931507,1744.8374153005468,1671.3577063013695,1519.2260367123288,1417.2861326027398,AGO
36,Chad,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,23.561643835616437,167.75956284153008,173.4246575342466,153.15068493150685,143.56164383561645,127.04918032786885,117.8082191780822,121.91780821917806,113.6986301369863,100.81967213114754,90.63539721179771,88.80447873605114,110.61388069107186,116.51713661202184,98.41163835616439,115.50546027397259,126.87781095890408,TCD
37,Republic of Congo ,1.3772054794520547,1.2026301369863015,0.9698630136986303,0.8318032786885248,0.46553424657534254,0.36854794520547945,0.27156164383561643,6.499672131147541,40.55967123287672,47.62027397260273,34.70169863013699,40.622950819672134,31.792109589041097,47.13534246575343,53.575232876712334,61.28262295081967,79.54816438356166,88.31572602739726,104.06630136986303,116.54918032786885,115.16153424657534,115.43309589041098,122.53249315068496,136.14491803278688,154.44098630136986,155.74060273972603,156.22553424657534,167.09573770491804,185.0110684931507,185.47660273972605,179.75441095890412,200.3872131147541,224.73665753424658,263.78334246575344,266.266,265,248,238,217,225,246.77609999999993,278.43399999999997,223.92850000000004,236.73599999999996,276.08790000000005,313.8935,300.56260000000003,279.9701,242.54909999999998,253.17640000000003,234.2085,232.00799999999995,269.73,330.466,339.00000000000006,
38,Egypt,126.01041095890412,121.7115068493151,108.56191780821919,166.38442622950822,239.16301369863012,319.09150684931507,290.84712328767125,207.9562841530055,164.93397260273974,144.97616438356167,228.25041095890413,322.2158469945356,406.54794520547955,490.7416438356165,509.32000000000016,580.120218579235,628.0038356164383,650.7852054794522,711.8057534246576,815.9439890710382,882.0290410958904,806.4717808219178,907.4835616438356,868.7685792349727,878.0221917808219,897.133698630137,895.7208219178084,905.9710382513663,940.6860273972603,921.4268493150686,923.510684931507,893.8256830601093,872.5038356164384,856.7309589041097,827.4523287671234,778.7390163934426,758.4439041095892,751.4211780821919,749.521095890411,701.0573333333334,671.8405479452056,678.6744103013699,698.4374866704946,715.3029678348222,729.9892871790667,724.6610778443114,714.3418109984256,715.2958180209921,709.8149329575365,714.4455315068493,726.2454794520548,691.3872950819673,660.2015068493151,699.2130968871423,685.8930407670455,EGY
39,Equatorial Guinea,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,5.000000000000001,5.000000000000001,6.999999999999999,16.999999999999996,60.00000000000001,83,100,118,194,230.00000000000003,266,351,380.1807,364.2961726027397,373.59771506849313,369.1146256830601,332.05478630136986,306.10959452054794,300.64309589041096,319.7266229508196,282.13652328767125,284.39848493150686,259.73236164383565,223.0771612021858,195.27935890410959,190.34011063373177,180.19218586014745,GNQ
40,Gabon,25.334657534246578,28.979643835616443,68.99438356164384,92.69319672131147,100.67772602739727,108.60857534246577,116.05876712328768,125.8877868852459,152.14813698630138,204.3195068493151,226.60999999999999,226.1706010928962,225.64868493150686,212.29041095890412,196.2284383561644,177.65696721311477,153.24964383561644,156.0534794520548,157.59558904109588,174.36147540983606,172.7563287671233,166.1272602739726,154.79175342465754,177.59704918032787,204.82019178082194,270.22967123287674,294.5629589041096,288.6451366120219,304.8770684931507,337.20128767123293,355.6064657534247,364.50136612021856,364.3784657534247,337.42158904109584,339.96506849315074,276,262.00000000000006,256.00000000000006,273.99999999999994,273,270.3301,241.94009999999997,245.55580000000003,239.5736,241.0003,233.19500000000002,236.28200000000007,221.14800000000005,213.40499999999994,210.905,213.53999999999996,220.65699999999995,210.066,193.447,218,GAB
41,Libya,1220,1508.0000000000002,1733.0000000000002,2598.9999999999995,3107.9999999999995,3357,2750.0000000000005,2247.9999999999995,2211,1558,1514,1972,2108,2023,2139,1862,1253,1176,1151,1022,1025,1064,1003.0000000000001,1051,1164.0000000000002,1423.9999999999998,1439,1473,1402.0000000000002,1431,1439,1451.9999999999998,1491.0000000000002,1480.0000000000002,1424.9999999999998,1474.5902,1427.7246000000002,1374.88047,1485,1622.2551010000002,1744.6869999999997,1872.1458904109593,1908.232876712329,1875.4699453551912,1738.7753712328765,1798.9593328767126,516.0335684931507,1538.5327999999997,1047.8356575342466,517.726,436.64383561643837,411.775956284153,928.9452095890412,1165.2054328767124,1227.4685315217318,LBY
42,Nigeria,274.2,417.6,319.1,141.3,540.3,1083.1,1531.1999999999996,1815.7000000000003,2054.3000000000006,2255,1783.1999999999996,2066.786,2085.099,1896.992,2301.995,2058.0000000000005,1439.6,1287,1235.5,1388,1498.9,1466.6,1353,1391.3490000000002,1776.3,1786.7010000000002,1963.1,2032,2018.2,1933.8770000000002,1948.594,1971.067,1977.741,2023.0459999999998,1894.5000000000002,2174.354450819673,2157.497304109589,1951.1108219178082,2298.7848616438355,2486.5524644808743,2481.9864315068503,2371.120578082192,2206.3121164383565,2172.4074644808743,2210.971890410958,2533.0942630136983,2461.275704109589,2411.571183060109,2278.7038410958903,2276.0087369863013,2201.408745205479,1899.9120382513659,1969.4143917808217,2006.554219178082,2109.067948613413,NGA
43,South Sudan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,31.040999999999993,99.72880000000002,155.35159999999996,147.73770141601562,117.12889862060548,122.20050048828124,127.652099609375,138.70959472656253,SSD
44,Sudan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,2,2,5,9,12,63,179.1319043715847,209.00812054794525,236.18449041095892,262.13031506849313,291.13726724043715,293.6804144109589,356.16085090410957,483.11566027397265,456.9514590163934,475.21246301369854,462.07089589041095,291.0022712328767,103.1075,117.85339999999998,119.6045,109.06215616438354,103.61358196721312,94.6155496111484,100.04092671945892,102.21779290289211,SDN
45,Tunisia,n/a,16.243808219178085,47.21449315068493,67.04587431693989,78.10090410958905,87.45531506849315,86.57043835616439,83.56046448087432,81.70361643835618,87.20249315068494,97.10468493150685,77.95054644808744,90.67879452054795,104.16263013698631,116.63517808219181,118.22849726775958,113.91734246575344,108.41846575342467,116.55090410958904,115.13989071038253,113.93841095890411,110.60958904109589,105.61652054794521,103.88666666666668,104.70857534246576,101.74953424657534,116.60071232876712,116.62377049180328,105.94761643835618,97.63460273972602,95.22178082191782,94.2425956284153,89.60931506849316,87.52120547945206,90.17835616438357,82.39612021857924,76.1171506849315,79.5545205479452,72.79446575342466,74.82174863387978,78.37254794520548,75.65112328767124,104.20169863013702,95.71885245901639,91.2922191780822,82.89884931506849,76.55745205479452,82.1522131147541,76.24597260273973,71.02038356164384,63.63463013698632,59.716912568306014,48.086,50.1762198352101,50.1762198352101,TUN
46,Other Africa,2.139013698630137,2.139013698630137,2.0559452054794525,1.843224043715847,1.2044931506849317,0.9137534246575342,0.47764383561643836,0.5798907103825137,0.8722191780821918,0.5191780821917809,0.4153424657534247,25.18639344262295,24.20750684931507,30.84430136986301,54.9951506849315,77.54002732240436,119.13243835616437,149.3116438356164,163.01364383561642,205.29314207650276,241.47572602739726,232.71158904109592,218.84679452054795,211.12046448087432,195.84005479452054,189.85227397260272,175.95816438356167,163.12306010928964,166.27238356164384,157.14635616438358,157.1705205479452,171.87046448087432,188.1401095890411,167.5484383561644,150.51243835616438,145.0812568306011,136.242602739726,136.36390136986302,140.25748493150687,172.67150819672128,177.19656856985,227.04393187474295,191.1183157194434,183.72795081967212,181.47737602739727,148.81200547945207,197.9462219178082,195.9979836065574,225.3784712328767,234.0517205479452,272.61738131307624,254.88968511360497,300.197138520967,299.81265968839796,317.2702526960784,
47,Australia,7,9,21.000000000000004,39,45,175.99999999999997,315,337,424,420,451,460.99999999999994,490,490,491,460,449,443,431,562.7667187417798,655.201179582001,588.2174498489583,623.4070788373414,592.6893654963421,562.3556549961128,647.1793832725317,613.0850378603712,605.0290898850967,567.7852490480352,609.9913052082418,578.8428582512114,611.5729567294503,658.2702006809282,630.098802456398,612.4836255779118,805.5982622453024,747.9749908924163,748.8681550536451,654.8500842159901,574.0345097475904,569.8146692847341,531.6472732846964,549.4064243171141,537.7934839390907,507.19485890823097,547.8402912366428,482.5699968130034,478.6289529040431,406.8779762267163,435.8500501575987,384.27798862201536,361.05754596116174,348.1381736548604,355.72729418723554,490.49323336910186,AUS
48,Brunei,79.99999999999999,96.00000000000001,104.00000000000001,122,124,136.00000000000003,129.00000000000003,182.00000000000003,230.99999999999997,198.00000000000003,186.99999999999997,217,226.99999999999997,240,261,240,175,179,179,172,168,165,155,150.00000000000003,150,152.00000000000003,163.99999999999994,182.00000000000003,175,179.00000000000003,175,165,162.99999999999997,157,182.00000000000003,193.00000000000003,202.99999999999997,210,213.99999999999997,210.4441613475034,206.02412536769694,220.74891351974225,194.212346312439,174.79565293072005,168.35633475963274,172.18830614220545,165.36211616552396,159.0315762694818,135.15639732887388,126.42074429135539,126.75415576574768,120.90899242045884,113.17160401046793,111.502722018498,121.293961392434,BRN
49,China,227.12958904109593,292.19589041095895,278.74082191780826,320.23688524590165,436.58684931506855,615.5191780821917,791.4391780821919,914.6478142076502,1076.6063013698629,1302.330136986301,1547.5336986301372,1745.5814207650271,1880.4964383561646,2089.5520547945207,2131.7246575342465,2121.8948087431695,2032.7194520547944,2050.7934246575346,2130.1180821917806,2295.3314207650274,2508.2657534246578,2624.5416438356165,2693.8252054794525,2744.744535519126,2764.112876712329,2777.5679452054796,2831.3882191780826,2844.68087431694,2892.438082191781,2933.606575342466,2992.6482191780824,3174.731147540984,3215.7613698630134,3216.7654794520554,3217.568767123288,3256.8431693989073,3310.147671232877,3351.0350136986303,3405.638493150685,3485.775491803279,3641.963717808219,3710.500221917808,3741.677824657535,3813.9952677595625,3805.374520547945,4076.966082191781,4074.1846986301375,4155.228797814208,4216.442627534247,4245.957726027397,4308.835068493151,3999.15587431694,3845.860219178082,3797.6629589041095,3835.979780821918,CHN
50,India,62.34427397260275,95.86824657534248,116.91098630136987,120.4182786885246,138.69641095890412,140.47060273972605,148.22753424657535,151.6904098360656,148.49572602739727,154.51972602739727,170.87942465753423,178.1482786885246,210.11794520547946,232.52227397260276,264.87032876712334,193.37286885245902,309.4938356164384,411.7869041095891,525.417095890411,582.959262295082,626.8849315068493,657.5512602739726,639.0587945205478,672.0956284153006,719.2067123287673,714.5419999999999,676.9575616438357,615.0557923497269,590.3080547945206,683.6627397260274,773.8625753424658,736.1059289617486,753.6928767123287,736.8262465753425,736.2368219178082,725.5675409836066,729.6634520547946,753.2513972602741,761.240493150685,777.0219398907104,755.1152054794522,777.6609315068495,785.7130410958906,818.1031420765028,837.6767589041098,901.3852224657536,936.7919654794521,925.7088922404372,925.8920200273973,905.3907222174735,893.4558421050568,873.9200507639384,884.659990224076,869.3321525675226,826.4178293818576,IND
51,Indonesia,486.00000000000006,474.00000000000006,510,599,641.9999999999999,854.0000000000001,892,1080.9999999999998,1338,1374.9999999999998,1306.0000000000002,1504,1685,1635,1590,1576.9999999999998,1602,1337,1419,1504.9999999999998,1342,1429,1420,1372.9999999999998,1481,1538.9999999999998,1669,1579,1588,1589,1578,1580,1557,1519.9999999999998,1408,1455.57301420765,1387.0397106849314,1289.4565243835618,1175.5510876712328,1129.7094633879778,1095.6871232876713,1017.7585671561644,971.7537349041097,1005.638499453552,994.2706400000001,1003.0175857534247,952.2847326136986,917.0100330491805,882.9763982904108,847.0375074410958,837.6465560939178,875.7518683551914,837.9715783134961,808.4833933307262,781.3789470918744,IDN
52,Malaysia,1,1,1,4,9,18,69,93,91,81,97.99999999999999,167,183,216,281.99999999999994,275.99999999999994,259,304,385.00000000000006,446,445,500.00000000000006,494,540,589,622.0000000000001,648,656.9999999999999,645,657,704.0000000000001,716,714,725,691,723.6123629646733,703.7699952804285,741.3634144288279,760.7773253981211,776.9517063033942,741.5418125647457,696.7960389320114,725.4702699891658,727.170165923663,688.0246174980334,732.6525415930779,659.3441566630553,662.626224881445,627.0161685272859,648.8243877053682,696.3237971890352,726.0905128678755,718.0870581385062,707.1756729754734,650.514544066275,MYS
53,Thailand,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.6,5.8999999999999995,13.300000000000002,23.799999999999997,48.50000000000001,48.44716493150685,44.77598027397261,50.967261202185796,48.906993972602734,59.77543671232877,70.98710465753425,83.5634655737705,86.8606301369863,86.23362739726028,84.79402465753425,95.95865136612022,109.4329912328767,113.45464383561644,122.80241369863012,185.78139207650275,205.598588630137,221.56253438356165,254.72778794520548,251.17564262295082,309.56703178082194,336.04024,353.74891068493156,370.8114087431694,385.2718416438356,393.3661780821918,429.0055873972603,470.7641355191257,465.57821589041095,463.8961764383561,480.6661030136986,488.5437639344263,486.3391539726028,477.58467506849314,477.0733978082192,THA
54,Vietnam,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.676712328767125,13.95081967213115,30.208219178082192,54.73972602739727,80.28493150684932,111.00000000000001,127.72602739726027,143.94520547945208,154.48767123287672,177.9841530054645,204.56438356164384,253.42465753424656,308.50904109589044,337.52622950819676,349.6619178082192,352.9715068493151,370.13150684931503,416.9076502732241,387.21260273972604,351.5671232876713,331.6920547945206,309.57814207650273,339.88164383561644,312.0843835616439,315.7657534246576,346.71756830601095,346.46868493150686,325.0460273972602,351.5654794520548,317.36092896174864,284.3716438356164,256.6682191780822,236.44493150684934,VNM
55,Other Asia Pacific,35.11397260273972,34.08547945205479,31.085479452054795,35.113661202185796,36.42739726027397,39.505315068493154,42.41753424657534,44.29967213114754,47.05602739726027,47.37996017151369,47.6365587195708,62.146371529123485,72.56198103857925,72.41582364454128,92.68132769279171,77.52241504319363,78.4422326703062,85.53130666511225,90.85126767313048,103.94801339715085,123.87183317116843,127.07855952452346,121.20970351150655,125.49589674273753,134.80233126339505,145.1639278000677,148.917535522066,205.02265211651985,276.7662567409029,259.3059846368044,229.46330110565145,244.5282240730519,226.582464986246,217.38806688825645,219.86065127111175,199.73091571688235,196.0633242401102,200.03801607099462,195.25540254067545,237.18711171984245,287.5040068448573,306.4856536070387,320.9011165424016,341.6990495469134,331.40685704246823,318.0376115027744,302.3166262320983,291.3353515320564,274.4438533814409,296.4293662451304,297.7762105900881,280.65174072082976,273.0204501613821,233.33845599941486,230.23937607219352,
