API,Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
INTL.4701-34-EST-BDOLPPP.A,        Estonia,--,--,--,--,--,--,--,--,--,--,--,--,16.9549,15.9816,15.7192,16.7457,17.5722,19.8648,20.7248,20.6413,22.7275,24.0865,25.7248,27.6714,29.5441,32.3478,35.4917,38.1797,36.2368,31.0063,31.8406,34.2108,35.2796,35.7548,36.8227,37.564,38.7433,40.7616,42.5351,44.6221
INTL.4701-34-SWZ-BDOLPPP.A,        Eswatini,NA,NA,NA,NA,NA,NA,NA,NA,3.61836,4.08553,4.94423,5.03127,5.19359,5.3549,5.48346,5.74807,5.96891,6.15412,6.31437,6.5007,6.61513,6.6849,6.97771,7.24846,7.51113,7.96171,8.43879,8.81308,8.8855,9.02456,9.36693,9.57742,10.0938,10.4836,10.5794,10.824,10.9613,11.1832,11.4462,11.5927
INTL.4701-34-ETH-BDOLPPP.A,        Ethiopia,NA,NA,NA,NA,NA,NA,NA,NA,31.8803,31.7652,32.6313,30.276,27.5792,31.2646,32.3547,34.3351,38.9816,40.0888,38.4671,40.4529,42.9096,46.4717,47.1755,46.156,52.4206,58.616,64.9669,72.4095,80.2215,87.2829,98.2374,111.161,120.774,133.554,147.254,162.557,177.892,194.906,208.191,225.432
INTL.4701-34-FLK-BDOLPPP.A,        Falkland Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-FRO-BDOLPPP.A,        Faroe Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-FJI-BDOLPPP.A,        Fiji,NA,NA,NA,NA,NA,NA,NA,NA,4.14723,4.69635,5.08859,4.95261,5.14612,5.23502,5.50201,5.63956,5.91026,5.78023,5.85538,6.37065,6.26235,6.38759,6.592,6.65792,7.01079,7.05986,7.19064,7.12593,7.19719,7.09643,7.30932,7.50713,7.61308,7.9735,8.42029,8.813,9.03419,9.52436,9.86021,9.91051
INTL.4701-34-FIN-BDOLPPP.A,        Finland,113.9266,115.378,118.951,122.6013,126.2637,130.339,133.9277,138.7758,145.929,153.8333,151.7818,142.8426,138.1406,137.2265,142.6603,148.6834,154.134,163.8229,172.7633,180.3259,190.7104,195.6612,199.001,202.987,211.0822,216.947,225.6869,237.6472,239.5067,220.1674,227.183,232.9705,229.7115,227.6394,226.8098,228.0451,234.3434,242.0039,245.6638,248.476
INTL.4701-34-CSK-BDOLPPP.A,        Former Czechoslovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4701-34-SCG-BDOLPPP.A,        Former Serbia and Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4701-34-SUN-BDOLPPP.A,        Former U.S.S.R.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4701-34-YUG-BDOLPPP.A,        Former Yugoslavia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4701-34-FRA-BDOLPPP.A,        France,1427.23,1442.82,1477.409,1496.476,1521.598,1546.455,1581.378,1622.145,1697.119,1772.909,1825.984,1843.931,1871.542,1860.243,1903.706,1946.036,1973.151,2018.737,2091.729,2160.7,2249.015,2293.997,2319.155,2338.758,2400.001,2440.974,2505.062,2565.634,2568.665,2497.081,2543.184,2599.876,2609.683,2625.505,2651.357,2678.674,2706.251,2771.876,2821.961,2863.927
INTL.4701-34-GUF-BDOLPPP.A,        French Guiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-PYF-BDOLPPP.A,        French Polynesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-GAB-BDOLPPP.A,        Gabon,NA,NA,NA,NA,NA,NA,NA,NA,17.3562,18.8394,19.8175,21.0289,20.3791,21.1833,21.9698,23.0626,23.8986,25.27,26.1488,23.8131,23.3647,23.8636,23.8041,24.3391,24.5069,25.1628,24.4566,25.9259,25.0682,25.1009,26.8805,28.7868,30.2984,32.0068,33.3879,34.683,35.4084,35.5783,35.8756,37.0933
INTL.4701-34-GMB-BDOLPPP.A,"        Gambia, The",NA,NA,NA,NA,NA,NA,NA,NA,2.3262,2.40957,2.49614,2.56801,2.65821,2.73828,2.7425,2.76669,2.88423,2.89634,3.00219,3.20772,3.4045,3.60142,3.61789,3.70121,4.04207,3.94701,3.92508,4.04453,4.29756,4.58402,4.85486,4.46014,4.69392,4.82876,4.7608,4.954,5.05027,5.29383,5.64042,5.96508
INTL.4701-34-GEO-BDOLPPP.A,        Georgia,--,--,--,--,--,--,--,--,--,--,--,--,17.0831,12.1702,10.8221,11.1037,12.3463,13.6446,14.0687,14.4723,14.7384,15.4464,16.2924,18.0941,19.1428,20.9783,22.9544,25.8419,26.467,25.5007,28.2643,30.038,31.8001,33.2183,34.6103,37.547,38.83,41.1553,43.2812,45.4906
INTL.4701-34-DEU-BDOLPPP.A,        Germany,--,--,--,--,--,--,--,--,--,--,--,2851.142,2893.89,2864.994,2935.828,2983.155,3008.562,3064.456,3119.619,3174.077,3273.731,3333.151,3327.624,3303.872,3326.944,3356.892,3491.226,3599.307,3623.817,3419.416,3557.623,3699.423,3722.496,3742.94,3825.51,3872.914,3955.793,4070.84,4123.56,4147.8
INTL.4701-34-DDR-BDOLPPP.A,"        Germany, East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4701-34-DEUW-BDOLPPP.A,"        Germany, West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4701-34-GHA-BDOLPPP.A,        Ghana,NA,NA,NA,NA,NA,NA,NA,NA,37.2947,39.1914,40.4961,42.635,44.289,46.437,47.9551,49.8845,52.1773,54.3678,56.9197,59.4404,61.9402,64.7517,67.8557,71.4006,75.2226,79.8833,83.5194,87.15,95.1237,99.7321,107.611,122.727,134.132,143.94,148.111,151.337,156.555,169.304,179.908,191.563
INTL.4701-34-GIB-BDOLPPP.A,        Gibraltar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-GRC-BDOLPPP.A,        Greece,216.767,213.3938,210.9821,208.7072,212.8951,218.2457,219.3691,214.4182,223.6125,232.1075,232.1078,239.3076,240.9759,237.1223,241.8643,246.1805,253.2965,264.9211,275.2171,283.3776,294.8393,307.195,319.3953,337.9263,354.165,356.9276,376.8508,388.8045,387.8577,371.1487,350.9354,318.7109,295.3902,286.0006,288.2076,286.7641,286.0223,290.1632,295.7596,301.3594
INTL.4701-34-GRL-BDOLPPP.A,        Greenland,2.50986,2.52656,2.41489,2.49838,2.36897,2.45559,2.62987,2.77493,2.93043,3.12558,2.75928,2.75615,2.61526,2.48377,2.63092,2.72901,2.77076,2.81146,3.02957,3.07131,3.28943,3.33117,3.29882,3.44496,3.68289,3.86657,4.08139,4.1774,4.43499,4.47339,4.55104,4.52844,4.59158,4.53197,4.74688,4.62681,4.84344,4.86613,5.02273,5.16576
INTL.4701-34-GRD-BDOLPPP.A,        Grenada,NA,NA,NA,NA,NA,NA,NA,NA,0.655206,0.69499,0.731125,0.747918,0.745701,0.726017,0.746007,0.761893,0.795707,0.835616,0.933831,0.998249,1.04705,1.02586,1.06108,1.16154,1.15402,1.30716,1.255,1.33184,1.34448,1.255,1.24915,1.25873,1.24263,1.27322,1.36689,1.455,1.50935,1.58571,1.65973,1.71851
INTL.4701-34-GLP-BDOLPPP.A,        Guadeloupe,NA,NA,NA,NA,NA,NA,NA,NA,3.22985,3.6142,3.25676,3.44923,3.51787,5.94169,6.08589,6.1699,6.48417,6.72933,6.95525,7.32755,7.68768,7.99519,8.08314,8.48729,8.56368,8.94048,9.12823,9.36556,9.46858,9.01409,9.47381,9.75803,9.81658,9.88529,9.97426,10.1638,10.1333,10.4778,10.6423,10.712
INTL.4701-34-GUM-BDOLPPP.A,        Guam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-GTM-BDOLPPP.A,        Guatemala,NA,NA,NA,NA,NA,NA,NA,NA,49.0096,50.6849,52.5643,54.1036,56.4972,58.4559,60.5178,63.1235,64.9159,67.5363,70.6389,73.247,75.0556,76.8812,79.8329,81.8769,84.4461,87.2126,91.8797,97.7028,100.921,101.402,104.326,108.671,111.903,116.038,121.195,126.154,129.532,133.448,137.739,143.047
INTL.4701-34-GIN-BDOLPPP.A,        Guinea,NA,NA,NA,NA,NA,NA,NA,NA,8.38994,8.72578,9.10315,9.34107,9.6466,10.1332,10.5354,11.0209,11.5126,12.1091,12.5504,13.0288,13.3549,13.8435,14.5585,14.7403,15.0852,15.5373,15.7207,16.7941,17.4887,17.2933,18.1269,19.1443,20.277,21.0749,21.8562,22.69,25.147,28.5067,30.9752,32.7099
INTL.4701-34-GNB-BDOLPPP.A,        Guinea-Bissau,1.10099,1.30102,1.35566,1.30959,1.42888,1.48842,1.4766,1.51942,1.58932,1.68627,1.78913,1.88037,1.90106,1.94098,2.00309,2.09123,2.33381,2.48551,1.78708,1.80541,1.90339,1.94505,1.92589,1.93684,1.99032,2.07523,2.12315,2.19243,2.26267,2.3389,2.44674,2.64455,2.59926,2.68389,2.70978,2.876,3.05612,3.23701,3.36002,3.51485
INTL.4701-34-GUY-BDOLPPP.A,        Guyana,NA,NA,NA,NA,NA,NA,NA,NA,2.43191,2.31167,2.24144,2.37558,2.56162,2.77203,3.0083,3.1583,3.40729,3.61946,3.55762,3.66327,3.61284,3.69413,3.73295,3.69543,3.81715,3.74246,3.93443,4.21736,4.29139,4.44638,4.6304,4.871,5.12801,5.38532,5.59526,5.76618,5.9597,6.0886,6.29798,6.61832
INTL.4701-34-HTI-BDOLPPP.A,        Haiti,NA,NA,NA,NA,NA,NA,NA,NA,15.7888,15.568,15.6445,15.2586,14.8953,14.3366,12.7761,14.059,14.5922,15.0171,15.3187,15.7558,15.849,15.693,15.6875,15.7394,15.1653,15.4556,15.7873,16.3213,16.4671,16.9719,16.0336,16.9209,17.4063,18.1388,18.6537,18.876,19.1534,19.3739,19.6626,19.4269
INTL.4701-34-HITZ-BDOLPPP.A,        Hawaiian Trade Zone,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4701-34-HND-BDOLPPP.A,        Honduras,NA,NA,NA,NA,NA,NA,NA,NA,16.0957,16.7439,16.7533,17.3332,18.3225,19.4124,19.1853,19.966,20.6715,21.7175,22.3508,21.9151,23.1765,23.8078,24.7015,25.8247,27.4342,29.0942,31.0048,32.9235,34.3167,33.4823,34.7315,36.0636,37.5526,38.6009,39.7814,41.309,42.9171,44.9956,46.659,47.8967
INTL.4701-34-HKG-BDOLPPP.A,        Hong Kong,85.7587,93.6422,96.3452,102.1402,112.3566,113.16,125.7251,142.5664,154.7011,158.2235,164.2843,173.6518,184.4787,195.9187,207.7443,212.6758,221.7328,233.0405,219.3317,224.8296,242.0597,243.4171,247.4499,255.0126,277.1987,297.6789,318.6137,339.2115,346.4296,337.9105,360.7793,378.1495,384.5796,396.5073,407.4603,417.1895,426.24,442.4,454.997,449.311
INTL.4701-34-HUN-BDOLPPP.A,        Hungary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.4001,163.2399,162.2995,167.0828,169.8557,169.9228,175.3246,182.0819,187.4841,196.2046,204.2873,213.9624,222.5046,232.896,242.9016,253.0762,253.7843,256.1013,238.9503,240.4126,244.808,241.5345,246.3797,256.4887,266.2243,271.9396,284.1404,298.7179,313.4325
INTL.4701-34-ISL-BDOLPPP.A,        Iceland,NA,NA,NA,NA,NA,NA,NA,NA,7.85913,7.87944,7.97157,7.95376,7.6854,7.78634,8.06734,8.21123,8.58674,9.08138,9.72576,10.119,10.614,11.0278,11.1029,11.3547,12.2679,13.0444,13.7291,15.0149,15.314,14.2761,13.7856,14.045,14.2271,14.8152,15.1238,15.842,16.8919,17.6598,18.3334,18.6851
INTL.4701-34-IND-BDOLPPP.A,        India,963.887,1021.686,1058.207,1128.314,1183.52,1232.214,1284.826,1332.615,1446.008,1548.553,1633.679,1672.556,1745.52,1843.062,1957.582,2096.025,2259.8,2368.099,2510.704,2684.715,2836.921,2947.278,3083.169,3295.311,3550.301,3870.747,4232.39,4658.07,4948.1,5201.37,5769.09,6217.65,6578.2,6982.54,7472.32,8032.24,8755.74,9329.53,9959.26,10441.92
INTL.4701-34-IDN-BDOLPPP.A,        Indonesia,450.979,484.523,482.567,525.388,565.183,587.256,629.472,670.841,717.659,782.856,853.33,929.519,990.147,1068.922,1149.518,1244.011,1341.268,1404.306,1219.965,1229.618,1290.837,1337.868,1398.064,1464.898,1538.595,1626.18,1715.636,1824.493,1960.267,2052.435,2183.332,2318.038,2457.817,2594.405,2724.298,2857.143,3000.945,3153.086,3316.092,3482.717
INTL.4701-34-IRN-BDOLPPP.A,        Iran,NA,NA,NA,NA,NA,NA,NA,NA,496.118,526.768,598.872,674.296,702.962,691.884,689.459,707.747,758.004,783.661,805.137,820.707,862.916,894.581,967.576,1045.55,1108.99,1144.36,1201.58,1299.57,1302.83,1315.96,1392.26,1429.09,1322.7,1320.14,1380.91,1362.67,1545.22,1603.24,1525.8,1369.68
INTL.4701-34-IRQ-BDOLPPP.A,        Iraq,NA,NA,NA,NA,NA,NA,NA,NA,243.853,222.223,222.26,75.3019,94.605,140.557,134.066,109.518,163.881,199.743,269.367,316.728,321.183,328.587,305.914,204.652,315.49,320.775,338.861,345.261,373.669,386.297,411.03,442.048,503.653,542.073,543.142,568.795,647.217,622.829,616.85,641.249
INTL.4701-34-IRL-BDOLPPP.A,        Ireland,56.9847,58.5638,59.3379,59.4148,61.6083,65.246,65.4702,68.3695,71.43,75.87559,86.0423,87.73691,90.7284,93.07041,98.241,105.7552,113.513,125.9697,136.9363,151.3081,165.5877,174.4302,184.7673,190.3539,203.3883,215.073,225.8214,237.7286,227.1779,215.5933,219.3199,220.5449,220.8034,223.4895,242.7601,303.8019,309.8145,338.0589,367.334,387.7745
INTL.4701-34-ISR-BDOLPPP.A,        Israel,NA,NA,NA,NA,NA,NA,NA,NA,96.1236,97.4876,103.954,110.29,118.181,122.638,131.235,139.879,146.997,152.739,159.108,164.836,179.692,179.394,179.132,181.155,189.764,197.403,208.435,221.087,228.417,230.212,242.432,254.13,258.689,269.736,280.991,286.869,297.846,308.48,319.544,330.287
INTL.4701-34-ITA-BDOLPPP.A,        Italy,1462.356,1475.823,1480.627,1500.852,1549.033,1593.02,1640.339,1688.854,1761.472,1822.682,1858.262,1895.569,1908.827,1892.451,1935.623,1990.249,2016.711,2055.941,2089.82,2122.716,2208.807,2248.061,2253.669,2258.722,2286.327,2309.211,2352.663,2384.275,2361.277,2235.62,2273.004,2292.217,2223.11,2181.739,2183.277,2197.657,2228.546,2267.16,2282.486,2289.295
INTL.4701-34-JAM-BDOLPPP.A,        Jamaica,NA,NA,NA,NA,NA,NA,NA,NA,17.4781,18.6734,19.6926,19.8647,21.917,22.3481,22.5475,22.7796,22.851,22.6261,22.3486,22.5696,22.7256,23.0167,23.172,24.0216,24.3396,24.5572,25.2691,25.634,25.4259,24.3211,23.9667,24.3814,24.2318,24.3533,24.5217,24.748,25.0884,25.3402,25.832,26.085
INTL.4701-34-JPN-BDOLPPP.A,        Japan,2586.181,2696.08,2785.928,2883.739,3015.911,3171.092,3277.459,3430.568,3666.883,3842.386,4031.393,4168.99,4206.89,4182.85,4225.08,4340.58,4475.73,4525.42,4471.99,4464.94,4586.74,4606.07,4609.92,4682.31,4783.81,4864.39,4931.98,5013.05,4956.96,4689.36,4886.56,4881.83,4954.02,5055.28,5069.91,5133.66,5159.33,5272.51,5287.59,5324.21
INTL.4701-34-JOR-BDOLPPP.A,        Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2333,29.463,30.9365,32.7785,33.4038,34.6548,35.7665,36.9236,38.4748,40.3932,43.056,44.7702,48.4907,51.9918,57.2389,62.0316,66.7507,70.8746,72.4458,74.2833,76.3009,78.4655,80.9041,82.775,84.3133,86.0731,87.7378,89.4535
INTL.4701-34-KAZ-BDOLPPP.A,        Kazakhstan,--,--,--,--,--,--,--,--,--,--,--,--,191.046,173.47,152.714,140.278,141.254,143.275,141.288,144.084,158.16,179.454,196.994,215.182,235.78,258.585,286.263,311.806,322.231,325.664,349.547,375.782,394.704,417.892,435.763,440.431,444.362,461.977,480.985,502.544
INTL.4701-34-KEN-BDOLPPP.A,        Kenya,NA,NA,NA,NA,NA,NA,NA,NA,54.4545,57.0086,59.3985,60.2528,59.7711,59.9822,61.5614,64.2739,66.9393,67.1201,69.3723,70.8328,71.1958,74.3688,74.7829,76.9853,80.9137,85.6876,91.0992,97.3401,97.5662,100.793,109.262,115.939,121.23,128.358,135.233,142.966,151.371,158.645,168.669,177.81
INTL.4701-34-KIR-BDOLPPP.A,        Kiribati,NA,NA,NA,NA,NA,NA,NA,NA,0.14143,0.136676,0.135487,0.135487,0.136676,0.137864,0.140241,0.140241,0.142618,0.144995,0.154503,0.152126,0.161634,0.159257,0.165283,0.168607,0.165859,0.174071,0.173982,0.17753,0.173811,0.175209,0.173586,0.176354,0.184672,0.192452,0.191107,0.211,0.221821,0.222552,0.227001,0.231843
INTL.4701-34-XKS-BDOLPPP.A,        Kosovo,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14.0776,14.5844,15.0657,15.7285,16.1689,16.7187,16.9193,17.613,18.3351,19.1052,19.8312,20.6245
INTL.4701-34-KWT-BDOLPPP.A,        Kuwait,NA,NA,NA,NA,NA,NA,NA,NA,94.7439,119.384,88.2013,51.4257,94.9707,126.985,137.931,139.788,140.765,144.258,149.306,146.843,153.784,154.112,158.757,186.264,205.338,227.122,244.19,258.821,265.239,246.47,240.628,263.796,281.276,284.508,285.934,287.629,296.045,282.095,285.61,286.787
INTL.4701-34-KGZ-BDOLPPP.A,        Kyrgyzstan,--,--,--,--,--,--,--,--,--,--,--,--,13.5542,10.8786,8.70348,8.20006,8.77621,9.63205,9.84226,10.2149,10.766,11.3521,11.3418,12.1468,12.9954,12.9692,13.3811,14.5147,15.7314,16.208,16.1172,17.0747,17.1762,19.0485,19.8104,20.583,21.4681,22.4771,23.3312,24.3811
INTL.4701-34-LAO-BDOLPPP.A,        Laos,NA,NA,NA,NA,NA,NA,NA,NA,6.51213,7.43624,7.93481,8.27574,8.73585,9.25237,10.0073,10.7109,11.453,12.2401,12.7257,13.6555,14.4473,15.2783,16.1825,17.1643,18.2556,19.5531,21.2384,22.8519,24.64,26.4885,28.7471,31.058,33.5508,36.2436,39.0025,41.838,44.7762,47.8624,50.8529,53.2185
INTL.4701-34-LVA-BDOLPPP.A,        Latvia,--,--,--,--,--,--,--,--,--,--,--,--,24.9421,21.2333,21.3715,22.1614,22.726,24.7574,26.333,27.0779,28.5929,30.3997,32.563,35.3101,38.2555,42.3654,47.4018,52.1468,50.402,43.2258,41.2921,43.8872,45.7018,46.7657,47.6613,49.244,50.0379,51.9155,54.2425,55.4269
INTL.4701-34-LBN-BDOLPPP.A,        Lebanon,NA,NA,NA,NA,NA,NA,NA,NA,22.8504,13.1502,16.6392,24.8669,28.9547,32.0718,34.6713,36.9073,41.0725,41.5059,43.0274,42.8012,43.3756,45.041,46.5828,48.0861,51.298,52.6758,53.492,58.4724,63.7754,70.301,75.9075,76.5659,78.5111,81.5032,83.5093,83.686,84.966,85.6888,84.038,79.3007
INTL.4701-34-LSO-BDOLPPP.A,        Lesotho,NA,NA,NA,NA,NA,NA,NA,NA,2.08831,2.25738,2.40271,2.50145,2.61315,2.70766,2.79594,2.9244,3.2114,3.47307,3.30381,3.40209,3.57693,3.72821,3.74806,3.92388,4.01388,4.12237,4.29993,4.50347,4.80924,4.90338,5.21322,5.56917,5.90831,5.95199,6.07788,6.194,6.39287,6.35543,6.2252,6.15123
INTL.4701-34-LBR-BDOLPPP.A,        Liberia,9.81471,9.605,9.37133,9.19358,8.99981,8.92393,8.77414,8.68624,8.50887,6.23971,3.05554,2.62088,1.70133,1.14031,0.892158,0.854096,0.957612,1.97534,2.57207,3.13127,4.02734,4.14495,4.30093,3.00442,3.08313,3.24594,3.50705,3.84145,4.11595,4.33412,4.5985,4.9756,5.37336,5.84106,5.882,5.882,5.78791,5.93079,6.00329,5.86653
INTL.4701-34-LBY-BDOLPPP.A,        Libya,NA,NA,NA,NA,NA,NA,NA,NA,60.7337,65.1062,67.5283,78.0999,75.9816,73.1223,74.537,72.882,74.4374,78.3176,75.5356,76.1018,77.8814,78.2799,77.3012,87.3231,91.1965,100.581,107.335,112.795,129.3,128.335,133.885,51.856,116.525,75.224,43.5385,39.575,37.8082,59.4018,68.72,71.2558
INTL.4701-34-LTU-BDOLPPP.A,        Lithuania,--,--,--,--,--,--,--,--,--,--,--,--,47.1476,39.4975,35.6401,36.0646,37.853,41.0021,44.0902,43.592,45.2561,48.2535,51.5079,56.9012,60.5688,65.3907,70.2516,78.0331,79.8999,68.2088,69.1759,73.3957,76.1495,78.9636,81.6853,83.39,85.402,89.1238,92.4241,96.0418
INTL.4701-34-LUX-BDOLPPP.A,        Luxembourg,NA,NA,NA,NA,NA,NA,NA,NA,19.7615,21.6976,22.8253,24.7983,25.2497,26.3104,27.3154,28.4709,28.8662,30.5142,32.3588,35.1031,37.9956,38.9577,40.4457,41.1046,42.5894,43.9406,46.2159,50.0772,49.4363,47.2817,49.5818,50.8408,50.6616,52.513,54.7693,57.128,59.7414,60.8173,62.7093,64.1498
INTL.4701-34-MAC-BDOLPPP.A,        Macau,NA,NA,NA,NA,NA,NA,NA,NA,13.0654,13.7218,14.8168,15.3591,17.4016,18.3041,19.0826,19.7115,19.629,19.5742,18.6794,18.2388,19.287,19.844,21.6196,24.139,30.5975,33.0635,37.4657,42.8786,44.3338,44.9194,56.2679,68.4626,74.7865,83.1627,82.1639,64.421,63.9582,70.2822,74.1073,70.6162
INTL.4701-34-MDG-BDOLPPP.A,        Madagascar,NA,NA,NA,NA,NA,NA,NA,NA,22.2349,23.1418,23.8662,22.3603,22.6255,23.0999,23.0834,23.4786,23.9831,24.8689,25.8469,27.0511,28.3388,30.0441,26.2364,28.8036,30.3178,31.7133,33.3062,35.3847,37.7599,36.2575,36.4821,37.0579,38.1738,39.0519,40.3559,41.62,43.2819,44.9844,47.0378,49.2751
INTL.4701-34-MWI-BDOLPPP.A,        Malawi,NA,NA,NA,NA,NA,NA,NA,NA,7.00818,7.10242,7.50671,8.16207,7.56354,8.29659,7.447,8.6928,9.32882,9.68261,10.0598,10.3658,10.5292,10.0054,10.1755,10.756,11.3391,11.7097,12.2601,13.437,14.4636,15.6681,16.7452,17.558,17.8891,18.8193,19.892,20.449,20.957,21.7953,22.4862,23.4686
INTL.4701-34-MYS-BDOLPPP.A,        Malaysia,115.5949,123.6206,131.0074,139.1551,149.9565,148.2704,149.9795,158.0628,173.7701,189.5131,206.585,226.6696,246.8307,271.2527,296.2484,325.3751,357.9234,384.1499,355.8809,377.7,410.4492,412.5736,434.815,459.986,491.186,515.627,544.422,578.715,606.678,597.495,642.475,676.483,713.512,747.003,791.872,831.523,868.525,919.008,962.845,1004.275
INTL.4701-34-MDV-BDOLPPP.A,        Maldives,NA,NA,NA,NA,NA,NA,NA,NA,1.20258,1.30954,1.5231,1.62814,1.73342,1.82739,1.96472,2.10937,2.27514,2.46621,2.65104,2.81476,2.92301,2.80774,3.01182,3.42594,3.63266,3.15572,3.97973,4.28672,4.69333,4.35406,4.67039,5.07048,5.19813,5.5766,5.98535,6.158,6.54831,6.99384,7.47563,7.88912
INTL.4701-34-MLI-BDOLPPP.A,        Mali,NA,NA,NA,NA,NA,NA,NA,NA,3.13003,3.36444,3.44553,3.95055,3.87972,4.05461,4.34455,5.96194,7.16652,7.98834,8.50857,9.63303,10.0861,11.5648,12.4819,14.0986,13.2312,14.6031,16.4304,17.7946,19.4933,21.7831,24.1507,26.0223,28.9409,30.9709,33.3832,35.924,39.0679,41.7417,44.5285,46.8084
INTL.4701-34-MLT-BDOLPPP.A,        Malta,NA,NA,NA,NA,NA,NA,NA,NA,5.47887,5.93125,6.30824,6.69779,7.01195,7.31354,7.52716,8.23087,8.55759,8.97228,9.28643,9.66342,10.2666,10.1554,10.4119,10.8289,10.8517,11.2175,11.5058,12.0541,12.5125,12.3689,13.0536,13.1207,13.6577,14.4035,15.502,16.986,17.6512,19.0568,20.036,21.0308
INTL.4701-34-MTQ-BDOLPPP.A,        Martinique,NA,NA,NA,NA,NA,NA,NA,NA,3.15073,3.33158,2.69192,2.84078,2.9047,4.79856,4.93713,5.02493,5.257,5.42575,5.61873,5.80672,5.84849,6.1643,6.23211,6.45024,6.70179,6.99667,7.19258,7.25731,7.23554,6.76523,7.07643,7.1472,7.1472,7.11146,7.21102,7.23986,7.16023,7.17455,7.26064,7.33324
INTL.4701-34-MRT-BDOLPPP.A,        Mauritania,6.78979,7.02406,6.8597,7.11594,6.88631,7.09254,7.49778,7.64027,7.77171,8.14301,7.99877,8.1418,8.29439,8.78157,8.51279,9.34873,9.89271,9.49258,9.75627,10.5088,10.4635,10.6737,10.7447,11.387,12.0415,13.1216,15.5975,16.037,16.2102,16.0413,16.807,17.5976,18.6174,19.7513,20.8534,20.944,21.3301,21.9857,22.7671,24.2488
INTL.4701-34-MUS-BDOLPPP.A,        Mauritius,NA,NA,NA,NA,NA,NA,NA,NA,7.65003,7.99161,8.56595,8.94589,9.52851,10.0128,10.4269,10.874,11.4816,12.1346,12.8714,13.2075,14.2909,14.7693,15.0078,15.897,16.5854,16.8802,17.7015,18.7153,19.7235,20.3774,21.2693,22.1365,22.9105,23.6803,24.5671,25.44,26.4067,27.4101,28.4517,29.3053
